Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
2041,2021-06-25,2022-06-25,abgelaufen
2042,2021-06-26,2022-06-26,gekündigt
2043,2021-06-27,,aktiv
2044,2021-06-28,2022-06-28,abgelaufen
2045,2021-06-29,2022-06-29,gekündigt
2046,2021-06-30,,aktiv
2047,2021-07-01,2022-07-01,abgelaufen
2048,2021-07-02,2022-07-02,gekündigt
2049,2021-07-03,,aktiv
2050,2021-07-04,2022-07-04,abgelaufen
2051,2021-07-05,2022-07-05,gekündigt
2052,2021-07-06,,aktiv
2053,2021-07-07,2022-07-07,abgelaufen
2054,2021-07-08,2022-07-08,gekündigt
2055,2021-07-09,,aktiv
2056,2021-07-10,2022-07-10,abgelaufen
2057,2021-07-11,2022-07-11,gekündigt
2058,2021-07-12,,aktiv
2059,2021-07-13,2022-07-13,abgelaufen
2060,2021-07-14,2022-07-14,gekündigt
2061,2021-07-15,,aktiv
2062,2021-07-16,2022-07-16,abgelaufen
2063,2021-07-17,2022-07-17,gekündigt
2064,2021-07-18,,aktiv
2065,2021-07-19,2022-07-19,abgelaufen
2066,2021-07-20,2022-07-20,gekündigt
2067,2021-07-21,,aktiv
2068,2021-07-22,2022-07-22,abgelaufen
2069,2021-07-23,2022-07-23,gekündigt
2070,2021-07-24,,aktiv
2071,2021-07-25,2022-07-25,abgelaufen
2072,2021-07-26,2022-07-26,gekündigt
2073,2021-07-27,,aktiv
2074,2021-07-28,2022-07-28,abgelaufen
2075,2021-07-29,2022-07-29,gekündigt
2076,2021-07-30,,aktiv
2077,2021-07-31,2022-07-31,abgelaufen
2078,2021-08-01,2022-08-01,gekündigt
2079,2021-08-02,,aktiv
2080,2021-08-03,2022-08-03,abgelaufen
2081,2021-08-04,2022-08-04,gekündigt
2082,2021-08-05,,aktiv
2083,2021-08-06,2022-08-06,abgelaufen
2084,2021-08-07,2022-08-07,gekündigt
2085,2021-08-08,,aktiv
2086,2021-08-09,2022-08-09,abgelaufen
2087,2021-08-10,2022-08-10,gekündigt
2088,2021-08-11,,aktiv
2089,2021-08-12,2022-08-12,abgelaufen
2090,2021-08-13,2022-08-13,gekündigt
2091,2021-08-14,,aktiv
2092,2021-08-15,2022-08-15,abgelaufen
2093,2021-08-16,2022-08-16,gekündigt
2094,2021-08-17,,aktiv
2095,2021-08-18,2022-08-18,abgelaufen
2096,2021-08-19,2022-08-19,gekündigt
2097,2021-08-20,,aktiv
2098,2021-08-21,2022-08-21,abgelaufen
2099,2021-08-22,2022-08-22,gekündigt
2100,2021-08-23,,aktiv
2101,2021-08-24,2022-08-24,abgelaufen
2102,2021-08-25,2022-08-25,gekündigt
2103,2021-08-26,,aktiv
2104,2021-08-27,2022-08-27,abgelaufen
2105,2021-08-28,2022-08-28,gekündigt
2106,2021-08-29,,aktiv
2107,2021-08-30,2022-08-30,abgelaufen
2108,2021-08-31,2022-08-31,gekündigt
2109,2021-09-01,,aktiv
2110,2021-09-02,2022-09-02,abgelaufen
2111,2021-09-03,2022-09-03,gekündigt
2112,2021-09-04,,aktiv
2113,2021-09-05,2022-09-05,abgelaufen
2114,2021-09-06,2022-09-06,gekündigt
2115,2021-09-07,,aktiv
2116,2021-09-08,2022-09-08,abgelaufen
2117,2021-09-09,2022-09-09,gekündigt
2118,2021-09-10,,aktiv
2119,2021-09-11,2022-09-11,abgelaufen
2120,2021-09-12,2022-09-12,gekündigt
2121,2021-09-13,,aktiv
2122,2021-09-14,2022-09-14,abgelaufen
2123,2021-09-15,2022-09-15,gekündigt
2124,2021-09-16,,aktiv
2125,2021-09-17,2022-09-17,abgelaufen
2126,2021-09-18,2022-09-18,gekündigt
2127,2021-09-19,,aktiv
2128,2021-09-20,2022-09-20,abgelaufen
2129,2021-09-21,2022-09-21,gekündigt
2130,2021-09-22,,aktiv
2131,2021-09-23,2022-09-23,abgelaufen
2132,2021-09-24,2022-09-24,gekündigt
2133,2021-09-25,,aktiv
2134,2021-09-26,2022-09-26,abgelaufen
2135,2021-09-27,2022-09-27,gekündigt
2136,2021-09-28,,aktiv
2137,2021-09-29,2022-09-29,abgelaufen
2138,2021-09-30,2022-09-30,gekündigt
2139,2021-10-01,,aktiv
2140,2021-10-02,2022-10-02,abgelaufen
2141,2021-10-03,2022-10-03,gekündigt
2142,2021-10-04,,aktiv
2143,2021-10-05,2022-10-05,abgelaufen
2144,2021-10-06,2022-10-06,gekündigt
2145,2021-10-07,,aktiv
2146,2021-10-08,2022-10-08,abgelaufen
2147,2021-10-09,2022-10-09,gekündigt
2148,2021-10-10,,aktiv
2149,2021-10-11,2022-10-11,abgelaufen
2150,2021-10-12,2022-10-12,gekündigt
2151,2021-10-13,,aktiv
2152,2021-10-14,2022-10-14,abgelaufen
2153,2021-10-15,2022-10-15,gekündigt
2154,2021-10-16,,aktiv
2155,2021-10-17,2022-10-17,abgelaufen
2156,2021-10-18,2022-10-18,gekündigt
2157,2021-10-19,,aktiv
2158,2021-10-20,2022-10-20,abgelaufen
2159,2021-10-21,2022-10-21,gekündigt
2160,2021-10-22,,aktiv
2161,2021-10-23,2022-10-23,abgelaufen
2162,2021-10-24,2022-10-24,gekündigt
2163,2021-10-25,,aktiv
2164,2021-10-26,2022-10-26,abgelaufen
2165,2021-10-27,2022-10-27,gekündigt
2166,2021-10-28,,aktiv
2167,2021-10-29,2022-10-29,abgelaufen
2168,2021-10-30,2022-10-30,gekündigt
2169,2021-10-31,,aktiv
2170,2021-11-01,2022-11-01,abgelaufen
2171,2021-11-02,2022-11-02,gekündigt
2172,2021-11-03,,aktiv
2173,2021-11-04,2022-11-04,abgelaufen
2174,2021-11-05,2022-11-05,gekündigt
2175,2021-11-06,,aktiv
2176,2021-11-07,2022-11-07,abgelaufen
2177,2021-11-08,2022-11-08,gekündigt
2178,2021-11-09,,aktiv
2179,2021-11-10,2022-11-10,abgelaufen
2180,2021-11-11,2022-11-11,gekündigt
2181,2021-11-12,,aktiv
2182,2021-11-13,2022-11-13,abgelaufen
2183,2021-11-14,2022-11-14,gekündigt
2184,2021-11-15,,aktiv
2185,2021-11-16,2022-11-16,abgelaufen
2186,2021-11-17,2022-11-17,gekündigt
2187,2021-11-18,,aktiv
2188,2021-11-19,2022-11-19,abgelaufen
2189,2021-11-20,2022-11-20,gekündigt
2190,2021-11-21,,aktiv
2191,2021-11-22,2022-11-22,abgelaufen
2192,2021-11-23,2022-11-23,gekündigt
2193,2021-11-24,,aktiv
2194,2021-11-25,2022-11-25,abgelaufen
2195,2021-11-26,2022-11-26,gekündigt
2196,2021-11-27,,aktiv
2197,2021-11-28,2022-11-28,abgelaufen
2198,2021-11-29,2022-11-29,gekündigt
2199,2021-11-30,,aktiv
2200,2021-12-01,2022-12-01,abgelaufen
2201,2021-12-02,2022-12-02,gekündigt
2202,2021-12-03,,aktiv
2203,2021-12-04,2022-12-04,abgelaufen
2204,2021-12-05,2022-12-05,gekündigt
2205,2021-12-06,,aktiv
2206,2021-12-07,2022-12-07,abgelaufen
2207,2021-12-08,2022-12-08,gekündigt
2208,2021-12-09,,aktiv
2209,2021-12-10,2022-12-10,abgelaufen
2210,2021-12-11,2022-12-11,gekündigt
2211,2021-12-12,,aktiv
2212,2021-12-13,2022-12-13,abgelaufen
2213,2021-12-14,2022-12-14,gekündigt
2214,2021-12-15,,aktiv
2215,2021-12-16,2022-12-16,abgelaufen
2216,2021-12-17,2022-12-17,gekündigt
2217,2021-12-18,,aktiv
2218,2021-12-19,2022-12-19,abgelaufen
2219,2021-12-20,2022-12-20,gekündigt
2220,2021-12-21,,aktiv
2221,2021-12-22,2022-12-22,abgelaufen
2222,2021-12-23,2022-12-23,gekündigt
2223,2021-12-24,,aktiv
2224,2021-12-25,2022-12-25,abgelaufen
2225,2021-12-26,2022-12-26,gekündigt
2226,2021-12-27,,aktiv
2227,2021-12-28,2022-12-28,abgelaufen
2228,2021-12-29,2022-12-29,gekündigt
2229,2021-12-30,,aktiv
2230,2021-12-31,2022-12-31,abgelaufen
2231,2022-01-01,2023-01-01,gekündigt
2232,2022-01-02,,aktiv
2233,2022-01-03,2023-01-03,abgelaufen
2234,2022-01-04,2023-01-04,gekündigt
2235,2022-01-05,,aktiv
2236,2022-01-06,2023-01-06,abgelaufen
2237,2022-01-07,2023-01-07,gekündigt
2238,2022-01-08,,aktiv
2239,2022-01-09,2023-01-09,abgelaufen
2240,2022-01-10,2023-01-10,gekündigt
2241,2022-01-11,,aktiv
2242,2022-01-12,2023-01-12,abgelaufen
2243,2022-01-13,2023-01-13,gekündigt
2244,2022-01-14,,aktiv
2245,2022-01-15,2023-01-15,abgelaufen
2246,2022-01-16,2023-01-16,gekündigt
2247,2022-01-17,,aktiv
2248,2022-01-18,2023-01-18,abgelaufen
2249,2022-01-19,2023-01-19,gekündigt
2250,2022-01-20,,aktiv
2251,2022-01-21,2023-01-21,abgelaufen
2252,2022-01-22,2023-01-22,gekündigt
2253,2022-01-23,,aktiv
2254,2022-01-24,2023-01-24,abgelaufen
2255,2022-01-25,2023-01-25,gekündigt
2256,2022-01-26,,aktiv
2257,2022-01-27,2023-01-27,abgelaufen
2258,2022-01-28,2023-01-28,gekündigt
2259,2022-01-29,,aktiv
2260,2022-01-30,2023-01-30,abgelaufen
2261,2022-01-31,2023-01-31,gekündigt
2262,2022-02-01,,aktiv
2263,2022-02-02,2023-02-02,abgelaufen
2264,2022-02-03,2023-02-03,gekündigt
2265,2022-02-04,,aktiv
2266,2022-02-05,2023-02-05,abgelaufen
2267,2022-02-06,2023-02-06,gekündigt
2268,2022-02-07,,aktiv
2269,2022-02-08,2023-02-08,abgelaufen
2270,2022-02-09,2023-02-09,gekündigt
2271,2022-02-10,,aktiv
2272,2022-02-11,2023-02-11,abgelaufen
2273,2022-02-12,2023-02-12,gekündigt
2274,2022-02-13,,aktiv
2275,2022-02-14,2023-02-14,abgelaufen
2276,2022-02-15,2023-02-15,gekündigt
2277,2022-02-16,,aktiv
2278,2022-02-17,2023-02-17,abgelaufen
2279,2022-02-18,2023-02-18,gekündigt
2280,2022-02-19,,aktiv
2281,2022-02-20,2023-02-20,abgelaufen
2282,2022-02-21,2023-02-21,gekündigt
2283,2022-02-22,,aktiv
2284,2022-02-23,2023-02-23,abgelaufen
2285,2022-02-24,2023-02-24,gekündigt
2286,2022-02-25,,aktiv
2287,2022-02-26,2023-02-26,abgelaufen
2288,2022-02-27,2023-02-27,gekündigt
2289,2022-02-28,,aktiv
2290,2022-03-01,2023-03-01,abgelaufen
2291,2022-03-02,2023-03-02,gekündigt
2292,2022-03-03,,aktiv
2293,2022-03-04,2023-03-04,abgelaufen
2294,2022-03-05,2023-03-05,gekündigt
2295,2022-03-06,,aktiv
2296,2022-03-07,2023-03-07,abgelaufen
2297,2022-03-08,2023-03-08,gekündigt
2298,2022-03-09,,aktiv
2299,2022-03-10,2023-03-10,abgelaufen
2300,2022-03-11,2023-03-11,gekündigt
2301,2022-03-12,,aktiv
2302,2022-03-13,2023-03-13,abgelaufen
2303,2022-03-14,2023-03-14,gekündigt
2304,2022-03-15,,aktiv
2305,2022-03-16,2023-03-16,abgelaufen
2306,2022-03-17,2023-03-17,gekündigt
2307,2022-03-18,,aktiv
2308,2022-03-19,2023-03-19,abgelaufen
2309,2022-03-20,2023-03-20,gekündigt
2310,2022-03-21,,aktiv
2311,2022-03-22,2023-03-22,abgelaufen
2312,2022-03-23,2023-03-23,gekündigt
2313,2022-03-24,,aktiv
2314,2022-03-25,2023-03-25,abgelaufen
2315,2022-03-26,2023-03-26,gekündigt
2316,2022-03-27,,aktiv
2317,2022-03-28,2023-03-28,abgelaufen
2318,2022-03-29,2023-03-29,gekündigt
2319,2022-03-30,,aktiv
2320,2022-03-31,2023-03-31,abgelaufen
2321,2022-04-01,2023-04-01,gekündigt
2322,2022-04-02,,aktiv
2323,2022-04-03,2023-04-03,abgelaufen
2324,2022-04-04,2023-04-04,gekündigt
2325,2022-04-05,,aktiv
2326,2022-04-06,2023-04-06,abgelaufen
2327,2022-04-07,2023-04-07,gekündigt
2328,2022-04-08,,aktiv
2329,2022-04-09,2023-04-09,abgelaufen
2330,2022-04-10,2023-04-10,gekündigt
2331,2022-04-11,,aktiv
2332,2022-04-12,2023-04-12,abgelaufen
2333,2022-04-13,2023-04-13,gekündigt
2334,2022-04-14,,aktiv
2335,2022-04-15,2023-04-15,abgelaufen
2336,2022-04-16,2023-04-16,gekündigt
2337,2022-04-17,,aktiv
2338,2022-04-18,2023-04-18,abgelaufen
2339,2022-04-19,2023-04-19,gekündigt
2340,2022-04-20,,aktiv
2341,2022-04-21,2023-04-21,abgelaufen
2342,2022-04-22,2023-04-22,gekündigt
2343,2022-04-23,,aktiv
2344,2022-04-24,2023-04-24,abgelaufen
2345,2022-04-25,2023-04-25,gekündigt
2346,2022-04-26,,aktiv
2347,2022-04-27,2023-04-27,abgelaufen
2348,2022-04-28,2023-04-28,gekündigt
2349,2022-04-29,,aktiv
2350,2022-04-30,2023-04-30,abgelaufen
2351,2022-05-01,2023-05-01,gekündigt
2352,2022-05-02,,aktiv
2353,2022-05-03,2023-05-03,abgelaufen
2354,2022-05-04,2023-05-04,gekündigt
2355,2022-05-05,,aktiv
2356,2022-05-06,2023-05-06,abgelaufen
2357,2022-05-07,2023-05-07,gekündigt
2358,2022-05-08,,aktiv
2359,2022-05-09,2023-05-09,abgelaufen
2360,2022-05-10,2023-05-10,gekündigt
2361,2022-05-11,,aktiv
2362,2022-05-12,2023-05-12,abgelaufen
2363,2022-05-13,2023-05-13,gekündigt
2364,2022-05-14,,aktiv
2365,2022-05-15,2023-05-15,abgelaufen
2366,2022-05-16,2023-05-16,gekündigt
2367,2022-05-17,,aktiv
2368,2022-05-18,2023-05-18,abgelaufen
2369,2022-05-19,2023-05-19,gekündigt
2370,2022-05-20,,aktiv
2371,2022-05-21,2023-05-21,abgelaufen
2372,2022-05-22,2023-05-22,gekündigt
2373,2022-05-23,,aktiv
2374,2022-05-24,2023-05-24,abgelaufen
2375,2022-05-25,2023-05-25,gekündigt
2376,2022-05-26,,aktiv
2377,2022-05-27,2023-05-27,abgelaufen
2378,2022-05-28,2023-05-28,gekündigt
2379,2022-05-29,,aktiv
2380,2022-05-30,2023-05-30,abgelaufen
2381,2022-05-31,2023-05-31,gekündigt
2382,2022-06-01,,aktiv
2383,2022-06-02,2023-06-02,abgelaufen
2384,2022-06-03,2023-06-03,gekündigt
2385,2022-06-04,,aktiv
2386,2022-06-05,2023-06-05,abgelaufen
2387,2022-06-06,2023-06-06,gekündigt
2388,2022-06-07,,aktiv
2389,2022-06-08,2023-06-08,abgelaufen
2390,2022-06-09,2023-06-09,gekündigt
2391,2022-06-10,,aktiv
2392,2022-06-11,2023-06-11,abgelaufen
2393,2022-06-12,2023-06-12,gekündigt
2394,2022-06-13,,aktiv
2395,2022-06-14,2023-06-14,abgelaufen
2396,2022-06-15,2023-06-15,gekündigt
2397,2022-06-16,,aktiv
2398,2022-06-17,2023-06-17,abgelaufen
2399,2022-06-18,2023-06-18,gekündigt
2400,2022-06-19,,aktiv
2401,2022-06-20,2023-06-20,abgelaufen
2402,2022-06-21,2023-06-21,gekündigt
2403,2022-06-22,,aktiv
2404,2022-06-23,2023-06-23,abgelaufen
2405,2022-06-24,2023-06-24,gekündigt
2406,2022-06-25,,aktiv
2407,2022-06-26,2023-06-26,abgelaufen
2408,2022-06-27,2023-06-27,gekündigt
2409,2022-06-28,,aktiv
2410,2022-06-29,2023-06-29,abgelaufen
2411,2022-06-30,2023-06-30,gekündigt
2412,2022-07-01,,aktiv
2413,2022-07-02,2023-07-02,abgelaufen
2414,2022-07-03,2023-07-03,gekündigt
2415,2022-07-04,,aktiv
2416,2022-07-05,2023-07-05,abgelaufen
2417,2022-07-06,2023-07-06,gekündigt
2418,2022-07-07,,aktiv
2419,2022-07-08,2023-07-08,abgelaufen
2420,2022-07-09,2023-07-09,gekündigt
2421,2022-07-10,,aktiv
2422,2022-07-11,2023-07-11,abgelaufen
2423,2022-07-12,2023-07-12,gekündigt
2424,2022-07-13,,aktiv
2425,2022-07-14,2023-07-14,abgelaufen
2426,2022-07-15,2023-07-15,gekündigt
2427,2022-07-16,,aktiv
2428,2022-07-17,2023-07-17,abgelaufen
2429,2022-07-18,2023-07-18,gekündigt
2430,2022-07-19,,aktiv
2431,2022-07-20,2023-07-20,abgelaufen
2432,2022-07-21,2023-07-21,gekündigt
2433,2022-07-22,,aktiv
2434,2022-07-23,2023-07-23,abgelaufen
2435,2022-07-24,2023-07-24,gekündigt
2436,2022-07-25,,aktiv
2437,2022-07-26,2023-07-26,abgelaufen
2438,2022-07-27,2023-07-27,gekündigt
2439,2022-07-28,,aktiv
2440,2022-07-29,2023-07-29,abgelaufen
2441,2022-07-30,2023-07-30,gekündigt
2442,2022-07-31,,aktiv
2443,2022-08-01,2023-08-01,abgelaufen
2444,2022-08-02,2023-08-02,gekündigt
2445,2022-08-03,,aktiv
2446,2022-08-04,2023-08-04,abgelaufen
2447,2022-08-05,2023-08-05,gekündigt
2448,2022-08-06,,aktiv
2449,2022-08-07,2023-08-07,abgelaufen
2450,2022-08-08,2023-08-08,gekündigt
2451,2022-08-09,,aktiv
2452,2022-08-10,2023-08-10,abgelaufen
2453,2022-08-11,2023-08-11,gekündigt
2454,2022-08-12,,aktiv
2455,2022-08-13,2023-08-13,abgelaufen
2456,2022-08-14,2023-08-14,gekündigt
2457,2022-08-15,,aktiv
2458,2022-08-16,2023-08-16,abgelaufen
2459,2022-08-17,2023-08-17,gekündigt
2460,2022-08-18,,aktiv
2461,2022-08-19,2023-08-19,abgelaufen
2462,2022-08-20,2023-08-20,gekündigt
2463,2022-08-21,,aktiv
2464,2022-08-22,2023-08-22,abgelaufen
2465,2022-08-23,2023-08-23,gekündigt
2466,2022-08-24,,aktiv
2467,2022-08-25,2023-08-25,abgelaufen
2468,2022-08-26,2023-08-26,gekündigt
2469,2022-08-27,,aktiv
2470,2022-08-28,2023-08-28,abgelaufen
2471,2022-08-29,2023-08-29,gekündigt
2472,2022-08-30,,aktiv
2473,2022-08-31,2023-08-31,abgelaufen
2474,2022-09-01,2023-09-01,gekündigt
2475,2022-09-02,,aktiv
2476,2022-09-03,2023-09-03,abgelaufen
2477,2022-09-04,2023-09-04,gekündigt
2478,2022-09-05,,aktiv
2479,2022-09-06,2023-09-06,abgelaufen
2480,2022-09-07,2023-09-07,gekündigt
2481,2022-09-08,,aktiv
2482,2022-09-09,2023-09-09,abgelaufen
2483,2022-09-10,2023-09-10,gekündigt
2484,2022-09-11,,aktiv
2485,2022-09-12,2023-09-12,abgelaufen
2486,2022-09-13,2023-09-13,gekündigt
2487,2022-09-14,,aktiv
2488,2022-09-15,2023-09-15,abgelaufen
2489,2022-09-16,2023-09-16,gekündigt
2490,2022-09-17,,aktiv
2491,2022-09-18,2023-09-18,abgelaufen
2492,2022-09-19,2023-09-19,gekündigt
2493,2022-09-20,,aktiv
2494,2022-09-21,2023-09-21,abgelaufen
2495,2022-09-22,2023-09-22,gekündigt
2496,2022-09-23,,aktiv
2497,2022-09-24,2023-09-24,abgelaufen
2498,2022-09-25,2023-09-25,gekündigt
2499,2022-09-26,,aktiv
2500,2022-09-27,2023-09-27,abgelaufen
2501,2022-09-28,2023-09-28,gekündigt
2502,2022-09-29,,aktiv
2503,2022-09-30,2023-09-30,abgelaufen
2504,2022-10-01,2023-10-01,gekündigt
2505,2022-10-02,,aktiv
2506,2022-10-03,2023-10-03,abgelaufen
2507,2022-10-04,2023-10-04,gekündigt
2508,2022-10-05,,aktiv
2509,2022-10-06,2023-10-06,abgelaufen
2510,2022-10-07,2023-10-07,gekündigt
2511,2022-10-08,,aktiv
2512,2022-10-09,2023-10-09,abgelaufen
2513,2022-10-10,2023-10-10,gekündigt
2514,2022-10-11,,aktiv
2515,2022-10-12,2023-10-12,abgelaufen
2516,2022-10-13,2023-10-13,gekündigt
2517,2022-10-14,,aktiv
2518,2022-10-15,2023-10-15,abgelaufen
2519,2022-10-16,2023-10-16,gekündigt
2520,2022-10-17,,aktiv
2521,2022-10-18,2023-10-18,abgelaufen
2522,2022-10-19,2023-10-19,gekündigt
2523,2022-10-20,,aktiv
2524,2022-10-21,2023-10-21,abgelaufen
2525,2022-10-22,2023-10-22,gekündigt
2526,2022-10-23,,aktiv
2527,2022-10-24,2023-10-24,abgelaufen
2528,2022-10-25,2023-10-25,gekündigt
2529,2022-10-26,,aktiv
2530,2022-10-27,2023-10-27,abgelaufen
2531,2022-10-28,2023-10-28,gekündigt
2532,2022-10-29,,aktiv
2533,2022-10-30,2023-10-30,abgelaufen
2534,2022-10-31,2023-10-31,gekündigt
2535,2022-11-01,,aktiv
2536,2022-11-02,2023-11-02,abgelaufen
2537,2022-11-03,2023-11-03,gekündigt
2538,2022-11-04,,aktiv
2539,2022-11-05,2023-11-05,abgelaufen
2540,2022-11-06,2023-11-06,gekündigt
2541,2022-11-07,,aktiv
2542,2022-11-08,2023-11-08,abgelaufen
2543,2022-11-09,2023-11-09,gekündigt
2544,2022-11-10,,aktiv
2545,2022-11-11,2023-11-11,abgelaufen
2546,2022-11-12,2023-11-12,gekündigt
2547,2022-11-13,,aktiv
2548,2022-11-14,2023-11-14,abgelaufen
2549,2022-11-15,2023-11-15,gekündigt
2550,2022-11-16,,aktiv
2551,2022-11-17,2023-11-17,abgelaufen
2552,2022-11-18,2023-11-18,gekündigt
2553,2022-11-19,,aktiv
2554,2022-11-20,2023-11-20,abgelaufen
2555,2022-11-21,2023-11-21,gekündigt
2556,2022-11-22,,aktiv
2557,2022-11-23,2023-11-23,abgelaufen
2558,2022-11-24,2023-11-24,gekündigt
2559,2022-11-25,,aktiv
2560,2022-11-26,2023-11-26,abgelaufen
2561,2022-11-27,2023-11-27,gekündigt
2562,2022-11-28,,aktiv
2563,2022-11-29,2023-11-29,abgelaufen
2564,2022-11-30,2023-11-30,gekündigt
2565,2022-12-01,,aktiv
2566,2022-12-02,2023-12-02,abgelaufen
2567,2022-12-03,2023-12-03,gekündigt
2568,2022-12-04,,aktiv
2569,2022-12-05,2023-12-05,abgelaufen
2570,2022-12-06,2023-12-06,gekündigt
2571,2022-12-07,,aktiv
2572,2022-12-08,2023-12-08,abgelaufen
2573,2022-12-09,2023-12-09,gekündigt
2574,2022-12-10,,aktiv
2575,2022-12-11,2023-12-11,abgelaufen
2576,2022-12-12,2023-12-12,gekündigt
2577,2022-12-13,,aktiv
2578,2022-12-14,2023-12-14,abgelaufen
2579,2022-12-15,2023-12-15,gekündigt
2580,2022-12-16,,aktiv
2581,2022-12-17,2023-12-17,abgelaufen
2582,2022-12-18,2023-12-18,gekündigt
2583,2022-12-19,,aktiv
2584,2022-12-20,2023-12-20,abgelaufen
2585,2022-12-21,2023-12-21,gekündigt
2586,2022-12-22,,aktiv
2587,2022-12-23,2023-12-23,abgelaufen
2588,2022-12-24,2023-12-24,gekündigt
2589,2022-12-25,,aktiv
2590,2022-12-26,2023-12-26,abgelaufen
2591,2022-12-27,2023-12-27,gekündigt
2592,2022-12-28,,aktiv
2593,2022-12-29,2023-12-29,abgelaufen
2594,2022-12-30,2023-12-30,gekündigt
2595,2022-12-31,,aktiv
2596,2023-01-01,2024-01-01,abgelaufen
2597,2023-01-02,2024-01-02,gekündigt
2598,2023-01-03,,aktiv
2599,2023-01-04,2024-01-04,abgelaufen
2600,2023-01-05,2024-01-05,gekündigt
2601,2023-01-06,,aktiv
2602,2023-01-07,2024-01-07,abgelaufen
2603,2023-01-08,2024-01-08,gekündigt
2604,2023-01-09,,aktiv
2605,2023-01-10,2024-01-10,abgelaufen
2606,2023-01-11,2024-01-11,gekündigt
2607,2023-01-12,,aktiv
2608,2023-01-13,2024-01-13,abgelaufen
2609,2023-01-14,2024-01-14,gekündigt
2610,2023-01-15,,aktiv
2611,2023-01-16,2024-01-16,abgelaufen
2612,2023-01-17,2024-01-17,gekündigt
2613,2023-01-18,,aktiv
2614,2023-01-19,2024-01-19,abgelaufen
2615,2023-01-20,2024-01-20,gekündigt
2616,2023-01-21,,aktiv
2617,2023-01-22,2024-01-22,abgelaufen
2618,2023-01-23,2024-01-23,gekündigt
2619,2023-01-24,,aktiv
2620,2023-01-25,2024-01-25,abgelaufen
2621,2023-01-26,2024-01-26,gekündigt
2622,2023-01-27,,aktiv
2623,2023-01-28,2024-01-28,abgelaufen
2624,2023-01-29,2024-01-29,gekündigt
2625,2023-01-30,,aktiv
2626,2023-01-31,2024-01-31,abgelaufen
2627,2023-02-01,2024-02-01,gekündigt
2628,2023-02-02,,aktiv
2629,2023-02-03,2024-02-03,abgelaufen
2630,2023-02-04,2024-02-04,gekündigt
2631,2023-02-05,,aktiv
2632,2023-02-06,2024-02-06,abgelaufen
2633,2023-02-07,2024-02-07,gekündigt
2634,2023-02-08,,aktiv
2635,2023-02-09,2024-02-09,abgelaufen
2636,2023-02-10,2024-02-10,gekündigt
2637,2023-02-11,,aktiv
2638,2023-02-12,2024-02-12,abgelaufen
2639,2023-02-13,2024-02-13,gekündigt
2640,2023-02-14,,aktiv
2641,2023-02-15,2024-02-15,abgelaufen
2642,2023-02-16,2024-02-16,gekündigt
2643,2023-02-17,,aktiv
2644,2023-02-18,2024-02-18,abgelaufen
2645,2023-02-19,2024-02-19,gekündigt
2646,2023-02-20,,aktiv
2647,2023-02-21,2024-02-21,abgelaufen
2648,2023-02-22,2024-02-22,gekündigt
2649,2023-02-23,,aktiv
2650,2023-02-24,2024-02-24,abgelaufen
2651,2023-02-25,2024-02-25,gekündigt
2652,2023-02-26,,aktiv
2653,2023-02-27,2024-02-27,abgelaufen
2654,2023-02-28,2024-02-28,gekündigt
2655,2023-03-01,,aktiv
2656,2023-03-02,2024-03-01,abgelaufen
2657,2023-03-03,2024-03-02,gekündigt
2658,2023-03-04,,aktiv
2659,2023-03-05,2024-03-04,abgelaufen
2660,2023-03-06,2024-03-05,gekündigt
2661,2023-03-07,,aktiv
2662,2023-03-08,2024-03-07,abgelaufen
2663,2023-03-09,2024-03-08,gekündigt
2664,2023-03-10,,aktiv
2665,2023-03-11,2024-03-10,abgelaufen
2666,2023-03-12,2024-03-11,gekündigt
2667,2023-03-13,,aktiv
2668,2023-03-14,2024-03-13,abgelaufen
2669,2023-03-15,2024-03-14,gekündigt
2670,2023-03-16,,aktiv
2671,2023-03-17,2024-03-16,abgelaufen
2672,2023-03-18,2024-03-17,gekündigt
2673,2023-03-19,,aktiv
2674,2023-03-20,2024-03-19,abgelaufen
2675,2023-03-21,2024-03-20,gekündigt
2676,2023-03-22,,aktiv
2677,2023-03-23,2024-03-22,abgelaufen
2678,2023-03-24,2024-03-23,gekündigt
2679,2023-03-25,,aktiv
2680,2023-03-26,2024-03-25,abgelaufen
2681,2023-03-27,2024-03-26,gekündigt
2682,2023-03-28,,aktiv
2683,2023-03-29,2024-03-28,abgelaufen
2684,2023-03-30,2024-03-29,gekündigt
2685,2023-03-31,,aktiv
2686,2023-04-01,2024-03-31,abgelaufen
2687,2023-04-02,2024-04-01,gekündigt
2688,2023-04-03,,aktiv
2689,2023-04-04,2024-04-03,abgelaufen
2690,2023-04-05,2024-04-04,gekündigt
2691,2023-04-06,,aktiv
2692,2023-04-07,2024-04-06,abgelaufen
2693,2023-04-08,2024-04-07,gekündigt
2694,2023-04-09,,aktiv
2695,2023-04-10,2024-04-09,abgelaufen
2696,2023-04-11,2024-04-10,gekündigt
2697,2023-04-12,,aktiv
2698,2023-04-13,2024-04-12,abgelaufen
2699,2023-04-14,2024-04-13,gekündigt
2700,2023-04-15,,aktiv
2701,2023-04-16,2024-04-15,abgelaufen
2702,2023-04-17,2024-04-16,gekündigt
2703,2023-04-18,,aktiv
2704,2023-04-19,2024-04-18,abgelaufen
