Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
b1ba265b9f18,2020-04-14,,aktiv
70a923408946,2024-05-17,2025-05-17,abgelaufen
271fbbd5f335,2024-08-04,2025-08-04,abgelaufen
be754aac5a67,2023-08-08,2024-08-07,gekündigt
5ee7af38c730,2022-04-13,2023-04-13,gekündigt
f003ab2bdd22,2023-12-28,,aktiv
55091719ae63,2020-08-17,,aktiv
b8294dd535be,2020-05-21,2021-05-21,abgelaufen
e7b73df1be7e,2020-02-03,2021-02-02,abgelaufen
adbe14b27c2f,2022-05-12,,aktiv
fc998be8fdd6,2020-11-11,2021-11-11,abgelaufen
a300d651fd24,2020-11-03,2021-11-03,gekündigt
284df9c28384,2022-04-23,,aktiv
f16a5fe42af2,2023-08-16,2024-08-15,abgelaufen
771f305b90fa,2020-05-15,2021-05-15,abgelaufen
9fb8793f715f,2021-03-03,,aktiv
37ee09574b6d,2022-07-19,2023-07-19,abgelaufen
b18d898345f3,2022-12-08,,aktiv
f45b38321e2a,2020-09-05,,aktiv
4af3bb0b90f2,2021-06-09,2022-06-09,abgelaufen
8e4a9e926cee,2020-02-04,2021-02-03,abgelaufen
d9188cc1d3ae,2020-07-31,2021-07-31,abgelaufen
1b6efc8531ec,2020-01-26,2021-01-25,abgelaufen
68855af1b3db,2021-04-28,2022-04-28,gekündigt
ef639dd0e7d8,2023-09-23,2024-09-22,abgelaufen
b581d68b7d62,2020-06-29,2021-06-29,abgelaufen
90c6586a72a1,2020-12-06,2021-12-06,gekündigt
e98c67ac720b,2020-02-09,,aktiv
80aeee65698d,2021-04-04,2022-04-04,abgelaufen
b3c05d78743a,2022-03-19,2023-03-19,abgelaufen
79d5ba3e4f88,2022-04-01,2023-04-01,gekündigt
d8f3a40fda04,2022-07-24,2023-07-24,abgelaufen
34913b9bca4c,2020-07-11,2021-07-11,abgelaufen
5de9c5fc2299,2023-03-05,,aktiv
7ae043af1681,2024-08-09,2025-08-09,abgelaufen
fed4c41dd6bd,2020-07-14,,aktiv
899cc8c9f88f,2021-03-21,,aktiv
110e7fffc64c,2021-04-10,,aktiv
bead75248fe1,2023-11-24,2024-11-23,abgelaufen
f2efefef25f0,2021-06-23,2022-06-23,gekündigt
d0100e354385,2022-07-08,,aktiv
2dcd24f6d39a,2023-05-09,,aktiv
82a2b578a587,2022-07-12,,aktiv
c39255eb267d,2024-01-04,,aktiv
c8e7e0154c98,2024-05-26,,aktiv
bc6040478665,2020-03-14,,aktiv
cc71ec4cb373,2023-02-15,,aktiv
c73267291ffc,2022-10-27,2023-10-27,abgelaufen
254b2fecc5c1,2021-05-20,,aktiv
00fe6ead7290,2022-10-31,,aktiv
be8b0047edd4,2020-06-29,2021-06-29,abgelaufen
2c0f52becf39,2023-09-02,2024-09-01,gekündigt
968eafa2e8c1,2023-10-20,2024-10-19,gekündigt
33a91d33f7e7,2024-10-23,2025-10-23,abgelaufen
80f65af8dd32,2020-06-10,2021-06-10,gekündigt
f1c542e9e72c,2021-08-05,,aktiv
c12b7da82f17,2020-10-30,2021-10-30,abgelaufen
8a219d81360f,2021-07-06,2022-07-06,gekündigt
fd39e658393e,2024-04-22,2025-04-22,abgelaufen
bea0a11bccce,2020-04-04,,aktiv
d25efffb3d2e,2023-05-01,2024-04-30,gekündigt
fd8438b29989,2021-01-29,,aktiv
5993e0a0ad74,2023-03-24,2024-03-23,abgelaufen
6ede67418831,2023-04-07,,aktiv
7c072ef43072,2020-03-04,2021-03-04,gekündigt
766410eabb16,2022-12-27,,aktiv
08ee9bc34bbe,2021-10-06,2022-10-06,abgelaufen
862ed0cee36d,2023-07-07,2024-07-06,abgelaufen
7f346f7826d5,2023-12-03,2024-12-02,abgelaufen
e79f86d4f8ae,2022-12-02,,aktiv
d4f73b541378,2021-04-20,2022-04-20,gekündigt
775344785ad1,2023-11-01,2024-10-31,abgelaufen
d25579255887,2020-01-02,2021-01-01,abgelaufen
7ad35b15e29a,2023-01-18,2024-01-18,abgelaufen
2cfbc283068d,2024-05-03,,aktiv
9f447830277f,2022-07-13,2023-07-13,gekündigt
9730f4c6a76e,2021-11-14,2022-11-14,abgelaufen
f635ad5cb72f,2022-06-08,2023-06-08,abgelaufen
cbf7591049b9,2024-04-07,2025-04-07,gekündigt
ae01fb81eff1,2020-01-20,,aktiv
5f0acb759e4f,2020-01-30,,aktiv
e76c8d1ea0b7,2024-12-07,2025-12-07,gekündigt
a8dd5b348010,2020-04-25,2021-04-25,abgelaufen
37d4222c9484,2021-05-09,2022-05-09,gekündigt
1e853e2438a4,2023-07-25,,aktiv
4972cbd07f88,2020-06-27,,aktiv
0bf3b0ad239b,2020-06-08,2021-06-08,abgelaufen
987f888526e7,2020-04-14,2021-04-14,gekündigt
fb83d830c481,2020-07-20,2021-07-20,gekündigt
9d4e5ac3af8c,2023-11-29,2024-11-28,abgelaufen
daf8f5817f73,2022-01-18,2023-01-18,abgelaufen
f9bb3a1aba5c,2023-03-18,,aktiv
295dfa571cc1,2023-12-06,2024-12-05,gekündigt
a3e6b37e4200,2021-03-02,,aktiv
3e9c88c6d756,2021-05-30,,aktiv
74f722e1b3a6,2020-06-27,2021-06-27,gekündigt
913349df3f2c,2022-07-27,2023-07-27,gekündigt
12c18b5814f8,2020-10-20,2021-10-20,abgelaufen
97f92979f7cf,2021-06-16,2022-06-16,abgelaufen
9d1d5357b06f,2023-08-12,,aktiv
0a43d2f2592c,2020-10-23,2021-10-23,abgelaufen
0a5741733cee,2022-03-17,2023-03-17,abgelaufen
0fc0cc9c9776,2022-05-15,,aktiv
3907dadc29de,2022-08-14,2023-08-14,abgelaufen
ba1eb1cd6321,2024-09-19,2025-09-19,gekündigt
ba2b79b2a8f1,2024-01-06,2025-01-05,abgelaufen
f0a49bbef1ea,2022-03-13,,aktiv
afe7cf96de44,2023-03-09,,aktiv
2fb65d741cc1,2021-11-13,2022-11-13,abgelaufen
f150e204b175,2024-09-05,,aktiv
58163988ceca,2022-10-14,2023-10-14,gekündigt
410029fac91f,2021-10-26,2022-10-26,abgelaufen
c46dbf199ef3,2023-09-26,,aktiv
b13c41b4e835,2020-07-18,2021-07-18,gekündigt
70b968d0795b,2022-10-07,2023-10-07,abgelaufen
b7b17f05b256,2024-06-25,2025-06-25,gekündigt
8749e82f89a2,2023-10-07,,aktiv
c2c323e4f30b,2022-12-17,2023-12-17,abgelaufen
2d70b5fa20fd,2021-03-21,2022-03-21,gekündigt
3f9567f18676,2021-05-14,2022-05-14,gekündigt
cff9d4559c6d,2024-09-28,2025-09-28,abgelaufen
d3e1ec4c06bf,2024-03-20,2025-03-20,gekündigt
ef487aae6929,2021-12-23,2022-12-23,abgelaufen
1963d6d48d0d,2022-05-11,2023-05-11,abgelaufen
0ccf3e1e222f,2024-06-18,,aktiv
3e9f9bf868d2,2024-07-12,2025-07-12,gekündigt
6fe79b16bd5e,2022-10-09,2023-10-09,abgelaufen
a54252266492,2024-05-18,2025-05-18,abgelaufen
2c822eb1e9d3,2023-01-12,2024-01-12,abgelaufen
3519cce4d582,2024-06-28,2025-06-28,abgelaufen
d232bb84512d,2020-07-19,2021-07-19,abgelaufen
bcd3d991e769,2024-05-17,2025-05-17,gekündigt
bb1a6986a614,2023-02-21,2024-02-21,abgelaufen
fc7b5d8099c5,2022-03-27,,aktiv
cc4de0290aa0,2023-06-27,,aktiv
966182e7a164,2024-04-08,,aktiv
e771cc32be83,2024-07-24,2025-07-24,gekündigt
72bb4f21d735,2021-04-10,,aktiv
43e9dbf98202,2020-07-28,2021-07-28,gekündigt
2d7b60acdc33,2022-04-09,,aktiv
580e79d34485,2021-02-10,,aktiv
afd0a61ac78e,2020-02-19,2021-02-18,abgelaufen
f1615c22e0bb,2020-02-27,2021-02-26,gekündigt
c968281dfe37,2023-12-05,,aktiv
11d051236968,2023-04-13,2024-04-12,abgelaufen
4d41b15cc661,2024-04-30,2025-04-30,abgelaufen
c42405b27cdc,2023-04-03,2024-04-02,gekündigt
ae3e72b139ff,2020-10-26,2021-10-26,gekündigt
fdc991531b43,2022-02-01,2023-02-01,abgelaufen
723413a0b9de,2022-02-12,2023-02-12,gekündigt
05dfbe78b01e,2022-04-24,2023-04-24,abgelaufen
56022cbdec42,2020-06-20,2021-06-20,abgelaufen
42f8ddbf678c,2023-06-25,2024-06-24,abgelaufen
2929806de48a,2023-12-04,2024-12-03,gekündigt
d521252de2d2,2020-11-02,2021-11-02,gekündigt
92e6973cb9a8,2021-05-20,2022-05-20,gekündigt
176ee339916b,2022-05-07,,aktiv
02a31ba9f1cf,2023-01-24,2024-01-24,abgelaufen
72f56648566c,2021-07-10,2022-07-10,abgelaufen
97c90959fbee,2022-05-21,2023-05-21,gekündigt
147128747b8b,2020-12-12,2021-12-12,abgelaufen
071f6df4e11a,2021-10-11,2022-10-11,gekündigt
4002439eef13,2022-09-20,2023-09-20,abgelaufen
130456549fac,2021-10-08,,aktiv
3d477352840b,2020-10-26,2021-10-26,gekündigt
b962587dd67a,2021-04-20,2022-04-20,abgelaufen
a63c634a7293,2020-08-09,2021-08-09,gekündigt
b340c56b772f,2022-01-10,2023-01-10,gekündigt
270bea7c2530,2022-03-23,2023-03-23,gekündigt
16f53807bdfb,2023-11-25,,aktiv
ed55235c15e5,2024-09-11,2025-09-11,abgelaufen
6a85ad26bf0a,2023-10-17,2024-10-16,abgelaufen
fc9e968a4cb7,2022-04-02,2023-04-02,abgelaufen
f8e9e33d1dd3,2021-07-28,2022-07-28,abgelaufen
57b41e58eda9,2021-03-18,,aktiv
f1e87ac32b22,2020-04-04,2021-04-04,abgelaufen
126da7b50012,2024-08-21,2025-08-21,gekündigt
16e7bf49e74e,2023-09-02,2024-09-01,gekündigt
2a6229bd07d8,2023-01-20,2024-01-20,abgelaufen
f7df62587fa1,2023-10-17,,aktiv
ecd273567d04,2021-01-02,,aktiv
9f2cea277475,2021-09-16,2022-09-16,abgelaufen
f10ed1307932,2021-06-27,2022-06-27,abgelaufen
e430f0233985,2021-04-09,2022-04-09,abgelaufen
281f3f876a19,2023-01-22,,aktiv
fbf7d45b683d,2022-09-02,,aktiv
ad48c4b86ac4,2020-11-11,,aktiv
167dc36e18a0,2021-10-03,2022-10-03,abgelaufen
fbf6fa2d0261,2021-10-16,2022-10-16,gekündigt
96be6628744f,2024-09-14,,aktiv
545c21e4c2a6,2023-03-20,2024-03-19,abgelaufen
773211897769,2020-01-07,2021-01-06,gekündigt
bd78521cc0db,2021-07-01,,aktiv
9f402ac51464,2021-12-28,2022-12-28,gekündigt
b9a628563541,2023-12-26,2024-12-25,gekündigt
9bab12e7a7ab,2022-01-22,2023-01-22,gekündigt
f4e299e7f737,2021-08-17,2022-08-17,gekündigt
55f1f8dd4629,2024-05-08,,aktiv
cb5767a902f0,2023-01-22,,aktiv
a356d5dab115,2021-03-17,,aktiv
b0c8dc405f47,2023-10-23,2024-10-22,abgelaufen
5599b6686aad,2024-02-18,2025-02-17,abgelaufen
5146294ef8b6,2020-11-25,2021-11-25,abgelaufen
6177db05500e,2022-02-25,2023-02-25,gekündigt
ac1c0e138c74,2022-07-29,2023-07-29,gekündigt
5a401a845b50,2021-11-21,2022-11-21,gekündigt
bcae5719bdaf,2020-05-06,2021-05-06,abgelaufen
b51b2f5702d9,2021-03-14,,aktiv
024b7d706f2f,2020-05-23,,aktiv
5a52fcf6e848,2022-05-31,,aktiv
e35187d25c28,2022-06-17,,aktiv
a5b9e676e9d2,2020-02-21,2021-02-20,gekündigt
90fe7d4d38ee,2024-12-19,2025-12-19,gekündigt
d1b419a04e47,2022-05-01,2023-05-01,abgelaufen
ca4ab19cf2e2,2022-03-12,2023-03-12,abgelaufen
79c22efd5f4d,2020-01-10,2021-01-09,gekündigt
4ba0e0962317,2023-08-20,2024-08-19,abgelaufen
17f77a0f72c6,2020-07-04,2021-07-04,gekündigt
e3bb29053b20,2022-04-01,,aktiv
7a016cf2197f,2022-05-16,,aktiv
8f20bbef9b4b,2021-11-23,,aktiv
7b244113f889,2023-05-28,2024-05-27,gekündigt
48214c640930,2024-05-01,2025-05-01,abgelaufen
702bc3fe958c,2020-03-25,2021-03-25,gekündigt
19b340641ac6,2021-12-17,,aktiv
4269554895bf,2023-07-05,2024-07-04,gekündigt
7bfa93d9b0e1,2024-10-15,,aktiv
d0548bde4d85,2024-03-30,,aktiv
05c316b739b1,2022-06-03,,aktiv
2fa51e7aa9a4,2024-08-17,2025-08-17,gekündigt
fac7abf882c5,2023-10-31,2024-10-30,gekündigt
1ea1c8b1a4d9,2021-07-16,,aktiv
60e5d026ba8d,2021-10-09,,aktiv
e2691277ae69,2023-09-07,2024-09-06,gekündigt
01ec17316864,2020-04-21,2021-04-21,abgelaufen
74e4a2fc853e,2022-08-06,2023-08-06,gekündigt
1a59e9f97d5f,2024-12-12,2025-12-12,abgelaufen
0344cdc37c4f,2021-06-13,2022-06-13,gekündigt
80e8b1e0ee80,2023-05-16,2024-05-15,gekündigt
db4ab8bb24db,2021-01-15,,aktiv
1cfa00f273e5,2022-10-16,2023-10-16,gekündigt
6a2bca3d07b6,2022-04-20,,aktiv
f5d75b8c7c12,2022-09-30,2023-09-30,abgelaufen
e3faa0a4923b,2024-11-11,2025-11-11,abgelaufen
d98485bd3a5a,2024-05-06,,aktiv
dd6901cec4c1,2020-10-26,2021-10-26,gekündigt
e69b8c26936c,2023-07-16,2024-07-15,gekündigt
78d943b55805,2022-09-07,2023-09-07,abgelaufen
f01ee6544901,2023-01-20,2024-01-20,gekündigt
0edb62f00531,2023-07-20,,aktiv
19122bde11ac,2022-09-07,2023-09-07,gekündigt
29dbcc255b73,2021-06-26,,aktiv
ad2dc49a3271,2022-06-03,2023-06-03,gekündigt
02346ab30299,2023-07-21,2024-07-20,abgelaufen
9fdf952379b9,2023-04-22,2024-04-21,gekündigt
bedb397567da,2024-06-08,,aktiv
426780c058f9,2021-11-28,2022-11-28,gekündigt
d8d08f9719b5,2023-12-06,2024-12-05,abgelaufen
37754bafdb1b,2020-03-15,2021-03-15,abgelaufen
676e3a6c82bd,2020-08-05,2021-08-05,gekündigt
481fa8fd1b81,2023-06-24,,aktiv
ed1158a47057,2020-12-29,,aktiv
a9aae72484b4,2021-10-01,2022-10-01,abgelaufen
b58f6e940520,2022-03-17,,aktiv
33e0051e6e64,2020-01-07,2021-01-06,gekündigt
2f3fea4029b5,2024-12-23,2025-12-23,abgelaufen
388b4be8178a,2023-06-09,2024-06-08,abgelaufen
6eb0d9b8001e,2021-08-13,,aktiv
afb95f839e5c,2024-11-06,,aktiv
4f6c951251ca,2021-09-16,,aktiv
5fc40f9d6188,2022-11-20,,aktiv
9737b6495701,2024-09-16,,aktiv
66edf77f41b4,2020-08-29,,aktiv
81e0973b2b24,2021-04-09,2022-04-09,abgelaufen
5dd853d7358a,2022-11-08,2023-11-08,gekündigt
483eea4dcc1c,2023-04-08,2024-04-07,abgelaufen
3e35528cf50d,2024-08-10,,aktiv
fdf7dce5f806,2023-09-21,,aktiv
0cd9f2644318,2023-12-13,,aktiv
e7df25ed4a5d,2021-10-02,,aktiv
bc8a5e29102a,2023-10-08,,aktiv
833af85ba2eb,2020-08-01,2021-08-01,gekündigt
44a939ee1e54,2023-09-23,,aktiv
2bb2a112eb14,2020-08-05,2021-08-05,gekündigt
4fab49fa395b,2022-06-25,2023-06-25,gekündigt
4ff1de2f7da7,2024-08-06,,aktiv
7198c7030213,2024-12-05,2025-12-05,gekündigt
9e461f076ca5,2021-11-28,,aktiv
278f2b5191a1,2022-11-11,,aktiv
2ca5126ebd99,2022-03-20,2023-03-20,abgelaufen
9506c2bf43f1,2024-09-30,,aktiv
24469e785f83,2020-01-10,,aktiv
38138ccd2a39,2021-08-14,2022-08-14,gekündigt
6c2115588bd2,2024-02-14,2025-02-13,abgelaufen
baf60f3a29ca,2020-08-24,2021-08-24,gekündigt
fa57dbb53ddc,2021-07-08,,aktiv
3d478d790c07,2020-06-15,2021-06-15,gekündigt
64c69c85b63d,2024-01-25,,aktiv
6215ad86b839,2020-03-14,2021-03-14,gekündigt
063cd2984c02,2020-03-13,2021-03-13,abgelaufen
cc3d8e0dfeb8,2021-03-15,2022-03-15,abgelaufen
6ea82a7bdd65,2024-10-02,2025-10-02,abgelaufen
37d0fa94527d,2021-01-30,2022-01-30,gekündigt
cd34f1f4f641,2022-02-28,,aktiv
d457ad9af05f,2021-07-07,,aktiv
80d0b894c17c,2023-09-23,2024-09-22,gekündigt
ae337f845ad8,2022-09-26,2023-09-26,gekündigt
abcf25b7ec24,2024-10-12,2025-10-12,abgelaufen
3cd60b829776,2024-09-29,2025-09-29,abgelaufen
c91506c4a054,2023-01-05,2024-01-05,abgelaufen
6bd658694677,2020-03-08,2021-03-08,abgelaufen
b0cd0d288323,2020-01-16,2021-01-15,gekündigt
dcf39752f249,2023-06-21,2024-06-20,abgelaufen
5b04d781b68e,2024-01-02,,aktiv
a863c1cc6901,2023-12-28,,aktiv
de0e5d9e9246,2020-04-30,2021-04-30,abgelaufen
da5f6e694c01,2024-02-23,2025-02-22,abgelaufen
ecdab1e89e58,2021-08-21,2022-08-21,gekündigt
50f677a9b878,2024-11-26,,aktiv
92a47c902a2f,2021-01-23,2022-01-23,abgelaufen
ecce61b5a2b0,2022-04-29,,aktiv
00644378d574,2020-02-02,2021-02-01,abgelaufen
b789594533fb,2024-03-02,,aktiv
0a9859df7598,2022-03-06,2023-03-06,gekündigt
33a39033debb,2024-07-04,2025-07-04,gekündigt
966dfe8d9444,2022-01-17,,aktiv
e912c2b13541,2024-01-06,2025-01-05,abgelaufen
1b05f12bb11f,2023-08-28,,aktiv
cb32a4c81f7b,2022-02-28,2023-02-28,gekündigt
e652c919cf0b,2022-12-07,2023-12-07,abgelaufen
5f217700daf0,2020-10-28,2021-10-28,abgelaufen
6e40cab7f139,2020-03-31,,aktiv
0d1bf26f207d,2023-11-21,2024-11-20,abgelaufen
9ee3d528716c,2024-04-05,2025-04-05,abgelaufen
56e47be5a582,2023-03-05,,aktiv
6ce77affa688,2021-04-29,,aktiv
e2f236491b49,2022-11-18,2023-11-18,abgelaufen
9c52d6324647,2020-11-16,2021-11-16,gekündigt
3d7b9a322417,2022-06-11,,aktiv
d68dd040157c,2021-06-28,,aktiv
c8a9e548355e,2020-05-13,,aktiv
a75673e7f018,2023-08-22,2024-08-21,abgelaufen
c03922cb4b8e,2023-07-24,2024-07-23,abgelaufen
cdc4860016f8,2024-04-11,2025-04-11,abgelaufen
5ce7f4ad0f57,2022-12-23,2023-12-23,abgelaufen
c5eec73e90c1,2020-06-07,,aktiv
b228c930fcb3,2022-03-14,2023-03-14,gekündigt
e94e4c235d15,2024-11-11,,aktiv
0df5fb8b92be,2024-08-30,2025-08-30,abgelaufen
64c649b258e5,2023-04-27,2024-04-26,abgelaufen
25f67222eb81,2023-07-16,2024-07-15,abgelaufen
b908127355c3,2024-12-16,2025-12-16,abgelaufen
29087994cab8,2022-02-22,,aktiv
81d3cd372711,2023-03-27,,aktiv
3aed3dbd8cf8,2021-03-01,,aktiv
a3ae16a7989f,2021-05-17,2022-05-17,abgelaufen
5ae1910d8c40,2021-01-16,,aktiv
274160b9fec7,2021-09-24,2022-09-24,gekündigt
a272fb682d53,2022-04-25,2023-04-25,gekündigt
362e924e1675,2021-01-16,2022-01-16,gekündigt
e089dfff66ca,2023-05-15,,aktiv
5321f397df85,2024-11-07,2025-11-07,abgelaufen
d9adb7a02f21,2021-02-21,,aktiv
bce395550bb1,2020-08-27,,aktiv
e74ca9ae263e,2020-12-18,,aktiv
1304a2eec61c,2020-04-13,2021-04-13,gekündigt
96ad4a1f2db1,2024-09-13,2025-09-13,abgelaufen
afc0957f4d29,2023-02-05,2024-02-05,abgelaufen
1ba4b5a483f3,2024-01-17,2025-01-16,gekündigt
4de0cd4bd196,2023-12-05,,aktiv
11b0b80a2e21,2024-04-16,2025-04-16,gekündigt
255bb2ddf292,2021-02-05,2022-02-05,gekündigt
7dd990048c4d,2021-09-10,2022-09-10,abgelaufen
ae40d9558d03,2021-10-18,2022-10-18,abgelaufen
65f796f0ad79,2021-09-29,2022-09-29,gekündigt
4adef9a8421f,2021-11-27,2022-11-27,gekündigt
2c217dac34fb,2024-12-06,2025-12-06,abgelaufen
14dc9536b60c,2023-01-29,,aktiv
a2a6f870742b,2021-12-08,2022-12-08,abgelaufen
b0d5f966f30f,2023-04-10,2024-04-09,gekündigt
8490f02031f5,2024-12-18,2025-12-18,gekündigt
b7fd4eb5539d,2020-12-10,2021-12-10,abgelaufen
62fd36f490b5,2020-06-22,2021-06-22,gekündigt
fa289d0a7f78,2024-09-19,2025-09-19,gekündigt
9e36edbeaa4b,2022-11-19,,aktiv
8c49217ee82c,2023-10-10,,aktiv
d56aa4c5859d,2022-10-19,2023-10-19,abgelaufen
5d69ab07fae9,2023-08-06,2024-08-05,gekündigt
fa73ebfa21ac,2024-09-24,,aktiv
e18a99f81528,2020-01-15,2021-01-14,gekündigt
63cc904a06f5,2020-01-04,2021-01-03,abgelaufen
c45566f06a1f,2022-01-21,2023-01-21,gekündigt
91c73d3bbcf0,2022-12-28,2023-12-28,gekündigt
1c2bb3db1329,2022-05-13,2023-05-13,gekündigt
f0ad0dfff1f9,2023-02-08,,aktiv
cfe229edb312,2022-03-21,2023-03-21,gekündigt
f1af7ec2cccc,2024-07-19,2025-07-19,gekündigt
e10a8b16fa98,2023-01-07,,aktiv
df9626d32af7,2020-09-12,2021-09-12,gekündigt
c8328954118d,2022-10-18,2023-10-18,abgelaufen
72647404b7b1,2021-02-02,2022-02-02,gekündigt
ed19de60a62c,2020-08-25,2021-08-25,abgelaufen
140ee252c59a,2022-02-13,2023-02-13,gekündigt
0681899317d6,2021-07-07,,aktiv
3b3c407cdcb8,2023-06-29,2024-06-28,abgelaufen
63a8ed877862,2021-05-24,,aktiv
c014b5bb6b27,2022-12-03,2023-12-03,abgelaufen
490f060bfc65,2021-07-14,,aktiv
7df886e02c0c,2023-08-03,,aktiv
28350a13324e,2024-05-29,2025-05-29,gekündigt
bd14b4ab1bf8,2021-03-23,,aktiv
5a8f22ffea83,2023-04-27,2024-04-26,abgelaufen
d93112cc914f,2021-10-25,,aktiv
2dd58e03a05c,2022-09-02,2023-09-02,gekündigt
d74a6da3a95e,2023-09-27,,aktiv
bf9fe5afecd3,2020-03-20,,aktiv
fbe3e9a21cae,2020-03-16,,aktiv
9dd8d8a92bf5,2020-08-04,2021-08-04,abgelaufen
b7ec7f10c6d3,2022-03-12,2023-03-12,gekündigt
20dc782da770,2023-06-12,,aktiv
0fc8eb4228bd,2023-10-06,2024-10-05,abgelaufen
640d9c2b6e80,2022-11-18,2023-11-18,gekündigt
58a7b8059560,2024-08-03,2025-08-03,gekündigt
7b76b3ea5a6f,2020-01-16,2021-01-15,abgelaufen
4345527b79a4,2020-07-01,,aktiv
6235b3320a25,2022-10-30,,aktiv
a0c63e793943,2022-05-30,2023-05-30,abgelaufen
6ccd46d4499d,2020-04-23,2021-04-23,abgelaufen
39b9691a4e1c,2023-01-04,2024-01-04,gekündigt
6f26920136e9,2022-12-05,,aktiv
90c8e4c655d1,2022-11-11,2023-11-11,abgelaufen
813bd93a6189,2023-10-03,,aktiv
efb323432c51,2023-09-25,2024-09-24,abgelaufen
f35625fadcb6,2023-08-31,2024-08-30,gekündigt
0aa9b58e13b9,2020-08-14,2021-08-14,gekündigt
b511e856a67a,2024-06-02,2025-06-02,gekündigt
d11930843dbd,2020-01-01,2020-12-31,gekündigt
44a63ef28b5c,2023-09-30,,aktiv
934f987bd468,2024-03-25,2025-03-25,gekündigt
784377716fd3,2023-11-19,2024-11-18,gekündigt
d0db1dc31d4d,2022-02-20,2023-02-20,abgelaufen
5df7d2d01ad8,2020-06-22,,aktiv
1a6d8226555c,2020-03-17,2021-03-17,gekündigt
8b5a0ac1bfd1,2024-05-27,2025-05-27,gekündigt
231e432c68a0,2020-01-20,,aktiv
0b4b071c3ff1,2024-10-02,2025-10-02,gekündigt
cbde7bfe548d,2020-12-27,2021-12-27,abgelaufen
ad749c0f39fe,2022-09-11,2023-09-11,abgelaufen
b5085459cd57,2023-07-07,2024-07-06,abgelaufen
13de5d5fb549,2020-11-16,2021-11-16,gekündigt
395fd054111c,2023-07-18,,aktiv
d34f520ad427,2023-07-29,,aktiv
0eec2e617ee0,2022-08-19,,aktiv
86c11cfe469d,2023-03-14,2024-03-13,gekündigt
f6d8e383b011,2020-07-30,2021-07-30,gekündigt
83ea09d3aa13,2021-10-12,2022-10-12,abgelaufen
16af2d52c753,2022-10-26,2023-10-26,gekündigt
da8f9ff0a77c,2024-08-08,,aktiv
7bb646f7365b,2020-04-20,,aktiv
1702e63d9bc9,2020-07-03,,aktiv
e2a2369f731b,2020-04-15,2021-04-15,abgelaufen
b0eea2de4660,2020-04-18,2021-04-18,gekündigt
57041ab8eb3d,2020-02-08,2021-02-07,abgelaufen
09843a42efa5,2022-05-14,2023-05-14,abgelaufen
35b1e88d033f,2023-03-08,2024-03-07,abgelaufen
f02feb98112f,2020-08-23,2021-08-23,abgelaufen
7d03ef9289f8,2022-07-03,2023-07-03,abgelaufen
4a22752eecf9,2023-09-29,2024-09-28,abgelaufen
6c6418a88749,2024-04-15,,aktiv
326521945876,2021-05-06,2022-05-06,gekündigt
4ad28d2e0193,2020-04-14,2021-04-14,abgelaufen
7ffd7f395fa1,2023-04-16,,aktiv
f9050c3598e0,2022-05-22,,aktiv
9713b172c046,2020-02-19,2021-02-18,abgelaufen
9bd22d87958c,2020-05-04,,aktiv
d55dabdb373f,2024-04-02,2025-04-02,gekündigt
e2bc6084ef94,2020-05-21,2021-05-21,abgelaufen
a81f0ec2b9bf,2020-02-16,2021-02-15,gekündigt
a17ceab8c909,2021-09-06,2022-09-06,gekündigt
1a2862b1c9e7,2020-05-15,,aktiv
2883ad932c5b,2023-06-11,2024-06-10,gekündigt
ec451063eebb,2024-06-19,,aktiv
2a3e8418dd84,2021-01-24,,aktiv
ee37eb715046,2020-03-10,,aktiv
20b3fa28cd74,2022-12-17,2023-12-17,gekündigt
d0e6f19bf0f6,2021-08-15,2022-08-15,gekündigt
d5adf8ccbcb4,2020-10-13,2021-10-13,gekündigt
21ca161d9809,2021-12-25,,aktiv
51f0e28ae695,2024-08-22,,aktiv
3681d1a26964,2024-09-28,,aktiv
d4da2a222392,2023-02-25,2024-02-25,gekündigt
6de176bb6881,2023-09-08,2024-09-07,abgelaufen
f67121fc8bff,2021-11-01,,aktiv
fdc65bb3e2cd,2022-11-11,2023-11-11,abgelaufen
dbd65e92e42f,2023-03-11,,aktiv
9d98aaaf5d4f,2020-12-31,,aktiv
190588d8a1a2,2020-05-03,2021-05-03,abgelaufen
7b7df3953788,2023-04-18,,aktiv
e2bcde4a050c,2022-03-25,2023-03-25,abgelaufen
24c66df20610,2022-12-19,2023-12-19,abgelaufen
6eaff12d6473,2020-11-20,,aktiv
cfabba76b4f2,2023-04-08,,aktiv
5b5a4ff67674,2023-04-07,2024-04-06,abgelaufen
e558d70b6d70,2024-11-17,2025-11-17,abgelaufen
7be756ea7dc9,2024-10-11,2025-10-11,gekündigt
cf2139bb831f,2024-05-24,2025-05-24,gekündigt
ea97e926e8e1,2023-09-07,,aktiv
bda32e446609,2022-03-31,2023-03-31,abgelaufen
49a4caff8067,2023-07-28,2024-07-27,abgelaufen
8970279802fe,2020-02-05,2021-02-04,gekündigt
7810c2573ece,2020-03-16,2021-03-16,abgelaufen
da768db0dbe7,2024-01-27,2025-01-26,gekündigt
49e7b810cf07,2024-02-02,2025-02-01,gekündigt
386986a997f5,2023-12-14,,aktiv
f4248f70a01a,2023-02-20,2024-02-20,gekündigt
d7e463533637,2022-06-09,,aktiv
f264bb8e228c,2022-12-10,2023-12-10,gekündigt
